"File","Coder","Coded","Id","Codename","Coded_Memo","Category","Category","Category"
"Entrevistado 2.docx","default","Então a APA é importante, mas ela por si só como território polígono criado através de um decreto de criação não é absolutamente nada. Assim como todas as outras, sejam elas de uso sustentável de proteção integral. Unidade de conservação no papel, elas não servem pra nada. Absolutamente pra nada. Elas abrigam a biodiversidade, mas a biodiversidade ela é corroída pela ação humana. Então, o que que acontece? Quando se dá uso, tem que se tomar cuidado, por isso que precisa ter regras","ctid:245","2 Apoio a existência de áreas de proteção ambiental","","Existência das áreas de proteção ambiental","Núcleo de Políticas"
"Entrevistado 3.docx","default"," Não, são fundamentais em geral. Eu acho que no Brasil a gente tem até de mais e mal geridas. Eu preferia menos, mas bem geridas, como é a nossa área. Lá mesmo tem sobreposição. Tamandaré tem, acho que, três. Essa sobreposição, às vezes, me incomoda um pouco. Mas eu entendo a necessidade dos gestores locais. E, às vezes, dos interesses locais. Mas elas são extremamente importantes para gerar o meio ambiente em geral. ","ctid:265","2 Apoio a existência de áreas de proteção ambiental","","Existência das áreas de proteção ambiental","Núcleo de Políticas"
"Entrevistado 4.docx","default","tem que continuar criando, nem que seja só no papel, tem que continuar criando","ctid:294","2 Apoio a existência de áreas de proteção ambiental","","Existência das áreas de proteção ambiental","Núcleo de Políticas"
"Entrevistado 5.docx","default","é muito importante ter a unidade de conservação","ctid:321","2 Apoio a existência de áreas de proteção ambiental","","Existência das áreas de proteção ambiental","Núcleo de Políticas"
"Entrevistado 6.docx","default","Além de ser um direito constitucional, né? Falar no artigo 225 da Constituição Federal, que diz que todos os territórios precisam e devem ter Unidade de Conservação. Eu acho que elas são indispensáveis para que a gente tenha, não só a conservação dos ambientes, mas que a gente tem que ter manutenção da biodiversidade, para que a gente integre essa coisa da cultura, do viver e do meio ambiente ali, tudo integrado.","ctid:344","2 Apoio a existência de áreas de proteção ambiental","","Existência das áreas de proteção ambiental","Núcleo de Políticas"
"Entrevistado 7.docx","default","Mas tem que existir a APA Costa dos Corais, tem que existir. E que seja modelo.","ctid:373","2 Apoio a existência de áreas de proteção ambiental","","Existência das áreas de proteção ambiental","Núcleo de Políticas"
"Entrevistado 8.docx","default","Então eu acho que é de fundamental importância, apesar das dificuldades, dos desafios que a gente sabe que existem e das pressões, mas é uma espécie de escudo para que a gente possa ainda manter algumas coisas como elas precisam ser.","ctid:395","2 Apoio a existência de áreas de proteção ambiental","","Existência das áreas de proteção ambiental","Núcleo de Políticas"
"Entrevistado 9.docx","default"," Sim.","ctid:423","2 Apoio a existência de áreas de proteção ambiental","","Existência das áreas de proteção ambiental","Núcleo de Políticas"
"Entrevistado 10.docx","default","Porque o Conselho em si, só o Conselho, com os secretários e as outras pessoas envolvidas, não está indo com o objetivo que quer. ","ctid:31","2 Baixa","","Confiança nas práticas do Estado","Núcleo Profundo"
"Entrevistado 10.docx","default","na APA, tem que se levantar essas pautas, mas não se levanta, nunca vi ninguém se levantar, o Ivan, porque você não levantou, é uma falha nossa também, a gente reconhece isso, mas que a APA, os gestores da APA, o governo federal principalmente, eles deveriam dar mais incentivos, por exemplo, nunca recebeu aqui uma verba federal para o meio ambiente, aí tem vários parceiros, Fundação Toyota, Fundação Toyota só vai para o passeio do Camarajibe, só fica popular, os gestores concentram, essa verba que a Toyota dá, não vai, não divide em todas as cidades, não faz um trabalho, um projeto lá na Fundação Toyota para que a gente venha resgatar tudo isso, acho que tem que se melhorar sempre sempre sempre.","ctid:30","2 Baixa","","Confiança nas práticas do Estado","Núcleo Profundo"
"Entrevistado 10.docx","default","mas eu posso falar pela nossa aqui, a nossa aqui, por se tratar de ser a maior, é um verdadeiro caos, porque o governo federal não tem estrutura nenhuma de gerir essa APA, principalmente o estado, e mais ainda a gente no município, porque a gente não recebe repassas, e aí se tem um plano de manejo que tem que seguir a doutrina lá da lei, do plano de manejo,","ctid:32","2 Baixa","","Confiança nas práticas do Estado","Núcleo Profundo"
"Entrevistado 5.docx","default","e aí quem quisesse chegava e botava seu barco, ainda é um pouco assim, porque não tem uma fiscalização adequada, mas a nossa preocupação com o meio ambiente é isso, porque a gente quer que muitas gerações no futuro consigam desfrutar disso com qualidade, e a gente vê uma dificuldade até por serem municípios pequenos, como está Tamandaré, e aí se junta com o Rio Formoso, que não tem praia, junta com o Sirinhaem,  que tem uma situação mais complexa de desenvolvimento também, mais restrita nessa parte litorânea, então a gente vê uma demanda muito grande de pessoas e uma falta de gestão, porque instrumentos de gestão existem, existe legislação, existe estudo de capacidade de carga ambiental, qu","ctid:310","2 Baixa","","Confiança nas práticas do Estado","Núcleo Profundo"
"Entrevistado 5.docx","default","Aí, por exemplo, foi criado o ZATAM, que vocês devem ter ouvido falar, ZONEAMENTO AMBIENTAL E TERRITORIAL DE ATIVIDADES NÁUTICAS PELO GOVERNO DO ESTADO, um decreto estadual, fruto de muita interação social com pescadores, com barqueiros, com pessoal de catamarã, de marina, marisqueira, todos os segmentos que confluem nessa área costeira litorânea, participaram, então criou-se um arcabouço normativo, robusto, com definição de áreas, o que pode fazer, de velocidade, de embarcação, tudo, comprou-se um barco e um motor, mas, infelizmente, isso não se torna realidade. As únicas coisas que tem, você vê que tem essas boias, e aqui tem outra parte, mas a praia, ela tinha toda a divisão com boias, que tem uns locais certos e estudados para você fazer o embarque e desembarque, que não deveria ter a quantidade de barcos, hoje em dia, quem quiser chega a qualquer hora, aí o que acontece? Você vai na igrejinha, dá pena de ver, porque chega um monte de barco ao mesmo tempo, todo mundo chega da mesma hora, desembarca trocentas de pessoas ao mesmo tempo, deixa um monte de lixo, e aí a nossa associação é um dos papéis que a gente faz, que não é nosso, é do poder público, a gente que faz a limpeza da praia","ctid:311","2 Baixa","","Confiança nas práticas do Estado","Núcleo Profundo"
"Entrevistado 10.docx","default","mas quando a gente chega aqui, vem só para citar, o apoio não tem, não tem gasolina, não tem jet ski, não tem lanche, não tem fiscal, então assim, a estrutura do ICMBio, porque quando eu digo ICMBio, eles são responsáveis pela APA aqui, para a instituição de Chico Mendes,  então não tem estrutura nenhuma, então a estrutura é péssima","ctid:34","2 Baixa efetividade","","Efetividade de ação das áreas de proteção","Núcleo de Políticas"
"Entrevistado 5.docx","default","minha ideia inicial era justamente porque os recifes aqui de carneiros, esse ambiente recifal, qual é o problema? Que persiste. Todo mundo chega, quem quer, se você for ali, agora você vai ver. Tem a piscininha, aí tem um monte de gente vendendo cerveja, vendendo ração de gato ou cachorro para botar para os peixes comer, para os turistas tirarem fotos, sabe? E aí, na minha visão até um pouco ingênua, inicial, eu pensei, poxa, então vou, como a Apa Costa dos Corais, ela defende o Recife dos Corais, acredito que eles vão nos ajudar a combater isso.  E aí não foi a surpresa que apresentaram o problema, eles disseram, não, mas é uma coisa até meio ridícula. O corpo recifal é único, aí aqui tem a piscina, num ponto, aí o ponto onde começa a poligonal da APA é tipo 30 metros depois da piscina, mas se eu estou degradando a piscina aqui, isso vai repercutir dentro da poligonal. E aí eles disseram, não, não é com a gente, não. Tira o corpo fora e na prática continua do mesmo jeito. Então não mudaram, eu já bati boca no conselho, tudo é do jeito que você possa imaginar, a gente levou para o Ministério Público Federal, mas é isso, aí fica, sabe, é um jogo de empurra, aí a APA Costa dos Corais diz que não é com ela, aí a APA de Guadalupe diz que não tem capacidade de estrutura, enquanto que a Apa Costa dos Corais tem, aí sabe, é aquela coisa, mas o objetivo inicial foi esse, foi desse problema dos recifes, porque chegava o catamarãs, bota lá a âncora nos recifes, despeja um monte de gente, todo mundo entra nas piscininhas de uma vez e é aquela furdunça, e a gente vendo isso, a gente que viaja pelo país e fora, a gente vê que isso é insustentável, não tem como você ficar pisoteando o negócio indiscriminadamente, não tem limite, embora, como eu já disse, tem norma, tem estudo de capacidade de carga, tem tudo, carga ambiental, mas não acontece.","ctid:315","2 Baixa efetividade","","Efetividade de ação das áreas de proteção","Núcleo de Políticas"
"Entrevistado 5.docx","default","o que a gente sente é que o desafio é maior do que a capacidade de gestão, a gente acha que sim é um instrumento e uma ferramenta importantíssima, mas é isso, sabe? Acaba pegando nas coisas mais ligadas à parte territorial, enquanto que a Apa Costa dos Corais é uma apa eminentemente marítima, ela é da parte das áreas molhadas, e as áreas molhadas são as que mais sofrem, infelizmente é isso que a gente constata aqui no dia a dia.","ctid:314","2 Baixa efetividade","","Efetividade de ação das áreas de proteção","Núcleo de Políticas"
"Entrevistado 9.docx","default"," Elas têm que ser realmente áreas de proteção, porque elas só existem no papel. Ele monta uma placa, mas assim, quem é que tá lá cuidando? Se alguém fizer algo, como é a punição, tá entendendo? E assim, o pobre não pode, mas o rico pode. Então, eu acho que as leis devem ser mais duras, né? E tem que ser monitorado.","ctid:421","2 Baixa efetividade","","Efetividade de ação das áreas de proteção","Núcleo de Políticas"
"Entrevistado 16.docx","default","É como que as pessoas se apresentam no município, como que é o modo de vida delas aqui no município. A cultura das pessoas está repetida no dia a dia e nos padrões que essa sociedade tem e que foram mudando ao longo desses últimos anos, mudando muito. Porque antes era uma cultura muito voltada para a pesca, cidade do interior, litorâneo, poucas atividades turísticas. Isso aí, ao longo dos últimos 20 anos, 25 anos, foi mudando bastante. Então se perdeu muito essa cultura local da pesca, embora ainda tenha muito pescador, muitas pessoas trabalhando com isso, com o mar, com o estuário. Mas muitos já migraram também para a atividade turística, a cidade passou por uma transformação muito grande. As pessoas veem a cidade de outra forma hoje. Então vão mudando também. Aquelas pessoas que têm mais referência, O que faziam antes os pais, os avós, os avós faziam. Algumas continuam, mas outras perderam isso completamente. Aqueles núcleos familiares antigos que eram fortes aqui, são poucos agora que tem.","ctid:147","2 Cultura como modo de vida da sociedade atual","","Tradição cultural","Núcleo Profundo"
